id,certainty,label,label_pred,pol_mse,pred_correct
1001,0.9961910322833909,False,False,3.808967716609119,True
1002,0.9985764064818248,False,False,1.4235935181752302,True
1003,22.950226635913072,True,True,23950.226635913074,True
1004,0.9282635231884175,False,False,71.73647681158235,True
1005,5.425041072425364,True,True,6425.041072425363,True
1006,123.11328057349411,True,True,124113.2805734941,True
1007,0.9983191652919069,False,False,1.680834708093107,True
1008,0.9941224170691362,False,False,5.877582930863785,True
1009,0.9979062908383834,False,False,2.093709161616517,True
1010,0.9959769450408411,False,False,4.023054959158886,True
1011,69.1099754764231,True,True,70109.9754764231,True
1012,0.9981736554777019,False,False,1.8263445222980645,True
1013,0.9980938834868883,False,False,1.906116513111666,True
1014,188.40890715992305,True,True,189408.90715992305,True
1015,0.9991021693757469,False,False,0.8978306242530064,True
1016,0.9977303086953284,False,False,2.2696913046716176,True
1017,34.636098226537655,True,True,35636.09822653765,True
1018,0.9925061691013718,False,False,7.493830898628207,True
1019,0.9980665939516101,False,False,1.9334060483899156,True
1020,0.9676505751329864,False,False,32.34942486701372,True
1021,0.993010072109617,False,False,6.989927890383018,True
1022,0.9758067167904768,False,False,24.193283209523244,True
1023,0.996967952955379,False,False,3.032047044621035,True
1024,0.8478939576264921,False,False,152.10604237350788,True
1025,0.9979420293936025,False,False,2.0579706063975087,True
1026,0.997976526392917,False,False,2.023473607082992,True
1027,0.9978312641392681,False,False,2.1687358607318337,True
1028,203.14695938907164,True,True,204146.95938907165,True
1029,0.9976283292530014,False,False,2.371670746998617,True
1030,0.9500496887606077,False,False,49.95031123939231,True
1031,0.9978257035369417,False,False,2.1742964630583583,True
1032,198.29136256010537,True,True,199291.36256010536,True
1033,0.997468332902854,False,False,2.531667097146071,True
1034,0.9974897220319374,False,False,2.5102779680625837,True
1035,0.9801041963924529,False,False,19.89580360754702,True
1036,105.71339870756955,True,True,106713.39870756955,True
1037,0.014686896699540966,False,False,985.313103300459,True
1038,0.9553290385914052,False,False,44.6709614085948,True
1039,0.9976311960252071,False,False,2.368803974792836,True
1040,0.9746185400273683,False,False,25.381459972631724,True
1041,0.9981509283549042,False,False,1.8490716450958502,True
1042,0.9378979149993351,False,False,62.10208500066489,True
1043,0.9983537029933001,False,False,1.6462970066999347,True
1044,0.9980179033917257,False,False,1.9820966082743618,True
1045,0.993864622235536,False,False,6.1353777644639775,True
1046,0.9981703842611996,False,False,1.8296157388004088,True
1047,0.998193159144027,False,False,1.8068408559730753,True
1048,0.9979257214984255,False,False,2.074278501574494,True
1049,0.9982429405560803,False,False,1.7570594439197582,True
1050,156.7283603091148,True,True,157728.3603091148,True
